period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
381,1.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,708.8225,200
381,2.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,676.03,200
381,3.88,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,362.20750000000004,200
381,4.94,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,600.5675,200
381,5.91,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,550.0749999999999,200
381,6.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,604.9175,200
381,7.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,371.765,200
382,3.88,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,604.58,273.55,49.45,72.4,0,0,0,0,0,0,0,659.6775,200
382,4.94,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,604.58,273.55,49.45,72.4,0,0,0,0,0,0,0,499.72749999999996,200
382,7.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,604.58,273.55,49.45,72.4,0,0,0,0,0,0,0,526.0050000000001,200
383,0.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,904.07,200
383,1.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,841.075,200
383,2.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,654.8775,200
383,3.88,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,826.2075,200
383,4.94,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,722.75,200
383,5.91,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,537.255,200
383,6.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,622.2225,200
383,7.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,578.2033333333334,200
384,0.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,879.195,200
384,1.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,746.5875,200
384,2.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,704.6274999999999,200
384,3.88,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,656.8225,200
384,4.94,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,578.5925000000001,200
384,5.91,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,441.785,200
384,6.9,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,447.2375,200
384,7.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,458.4371428571429,200
385,7.87,-13.2,-12.8,-11.2,-7,-0.9,4.6,8.2,7.1,3.4,-2.1,-8.9,-11.8,931,435.74,307.68,74.66,181.96,0,0,0,0,0,0,0,554.005,200
387,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,462.75,200
387,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,250.64,200
387,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,224.83,200
387,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,299.91,200
387,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,247.10999999999999,200
387,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,198.3725,200
387,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,142.96333333333334,200
387,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,155.47333333333333,200
387,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,67.89,200
387,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,183.18,200
389,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,701.16,141.56,76.16,81.1,0,0,0,0,0,0,0,262.0825,200
390,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,271.06,496.02,107.92,125,0,0,0,0,0,0,0,541.5925000000001,200
391,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.71999999999997,524.68,91.88,7.680000000000001,0,0,0,0,0,0,0,99.23,200
392,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,426.07250000000005,200
392,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,231.025,200
392,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,180.385,200
392,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,158.0925,200
392,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,89.56750000000001,200
392,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,119.58000000000001,200
392,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,23.315,200
392,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,107.64500000000001,200
392,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,82.8825,200
392,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,92.3375,200
393,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,498.3975,200
393,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,562.2775,200
393,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,411.285,200
393,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,421.265,200
393,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,308.8675,200
393,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,293.82,200
393,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,189.6075,200
393,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,422.0025,200
393,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,253.76500000000001,200
393,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,208.8975,200
394,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,497.9,164.76,73.7,263.6,0,0,0,0,0,0,0,495.97,200
394,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,497.9,164.76,73.7,263.6,0,0,0,0,0,0,0,537.5933333333334,200
395,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,411.52,320.52000000000004,187.26000000000002,80.7,0,0,0,0,0,0,0,139.335,200
399,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,734.2525,200
399,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,600.065,200
399,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,381.775,200
399,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,402.24499999999995,200
399,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,395.0275,200
399,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,380.6,200
399,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,312.7425,200
399,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,255.635,200
399,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,270.11999999999995,200
399,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,447,206.8,153.52,192.68,0,0,0,0,0,0,0,260.4925,200
400,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,611.4325,200
400,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,478.4975,200
400,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,420.4325,200
400,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,331.0875,200
400,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,291.9725,200
400,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,278.0025,200
400,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,101.36,200
400,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,240.60999999999999,200
400,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,152.24500000000003,200
400,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,179.46499999999997,200
401,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,134.16,200
402,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,693.3900000000001,200
402,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,640.05,200
402,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,433.06500000000005,200
402,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,403.275,200
402,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,405.35749999999996,200
402,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,450.59,200
402,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,144.2625,200
402,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,232.13,200
402,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,161.11249999999998,200
402,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,225.9625,200
403,1.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,788.3425000000001,200
403,2,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,606.9325,200
403,3.01,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,478.28749999999997,200
403,4,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,362.8525,200
403,5,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,287.9425,200
403,6.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,241.04,200
403,6.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,92.1875,200
403,7.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,234.2525,200
403,8.99,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,63.629999999999995,200
403,10.02,5.1,7.3,7.7,10.1,11.9,13.7,16.2,16.3,14.7,13.4,8.2,5.7,3470,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,191.2875,200
405,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,870.315,200
405,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,533.0575,200
405,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,392.71500000000003,200
405,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,294.115,200
405,5,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,223.9375,200
405,6,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,298.39666666666665,200
405,6.98,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,335.2275,200
405,9,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,284.08333333333337,200
406,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,701.16,141.56,76.16,81.1,0,0,0,0,0,0,0,383.1875,200
407,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,762.9200000000001,200
407,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,655.1425,200
407,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,790.7175000000001,200
407,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,587.6,200
409,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,877.1999999999999,200
409,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,818.4025,200
409,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,777.375,200
409,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,710.7825000000001,200
409,5,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,751.4275,200
409,6,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,774.4125,200
409,6.98,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,794.95,200
409,9,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,755.9599999999999,200
410,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,447,206.8,153.52,192.68,0,0,0,0,0,0,0,874.4075,200
410,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,447,206.8,153.52,192.68,0,0,0,0,0,0,0,792.6275,200
410,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,447,206.8,153.52,192.68,0,0,0,0,0,0,0,753.2425000000001,200
410,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,447,206.8,153.52,192.68,0,0,0,0,0,0,0,523.6374999999999,200
411,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,414.16,289.14,106.18,190.46,0,0,0,0,0,0,0,783.5975000000001,200
412,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,894.1825,200
412,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,712.14,200
412,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,698.2850000000001,200
412,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,646.1250000000001,200
413,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,407.75,341.15,72.26666666666667,178.81666666666666,0,0,0,0,0,0,0,313.545,200
414,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,906.8925,200
414,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,762.6650000000001,200
414,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,637.4375,200
414,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,661.6800000000001,200
415,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,824.3175,200
415,2.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,652.245,200
415,3.04,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,572.24,200
415,4.02,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,508.8975,200
416,1.01,2.9,5.6,8.9,13.4,18.4,21.9,25,23,20.2,14.4,7.2,3,209,435.74,307.68,74.66,181.96,0,0,0,0,0,0,0,890.355,200
