obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
328,31,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,147.9,17,13.600000000000001,161.5,13.600000000000001,3.4000000000000004,6.800000000000001,13.600000000000001
350,36,0.19452054794520549,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,452.7459999999999,66.44999999999999,115.17999999999999,251.62399999999997,35.44,8.86,17.72,35.44
351,36,0.6876712328767123,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,402.45599999999996,56.44199999999999,93.252,265.84999999999997,32.72,8.18,16.36,32.72
352,36,0.863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,374.616,41.022,97.524,260.838,30.96,7.74,15.48,30.96
353,36,1.0328767123287672,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,349.338,41.272,91.388,255.002,29.48,7.37,14.74,29.48
354,36,1.2054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,306.76800000000003,32.536,78.352,246.34400000000002,26.560000000000002,6.640000000000001,13.280000000000001,26.560000000000002
355,36,1.7589041095890412,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,272.616,38.068,73.67999999999999,229.636,24.56,6.14,12.28,24.56
356,36,1.8657534246575342,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,270.72499999999997,33.915,69.615,220.74499999999998,23.799999999999997,5.949999999999999,11.899999999999999,23.799999999999997
357,36,2.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,247.19099999999997,28.202999999999996,62.48899999999999,215.11699999999996,22.119999999999997,5.529999999999999,11.059999999999999,22.119999999999997
358,36,2.1616438356164385,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,220.158,30.618,55.89,179.334,19.439999999999998,4.859999999999999,9.719999999999999,19.439999999999998
359,36,2.758904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,193.52,27.376,66.552,184.55200000000002,18.880000000000003,4.720000000000001,9.440000000000001,18.880000000000003
360,36,2.8602739726027395,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,189.125,30.26,51.175000000000004,174.44,17.8,4.45,8.9,17.8
361,36,3.0273972602739727,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,482,196,114,208,0,0,0,0,0,0,0,173.47,22.154,50.577999999999996,171.798,16.72,4.18,8.36,16.72
363,37,0.5780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,445.995,46.75,40.205000000000005,402.05,37.400000000000006,9.350000000000001,18.700000000000003,37.400000000000006
364,37,1.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,381.429,39.056999999999995,34.071,376.443,33.239999999999995,8.309999999999999,16.619999999999997,33.239999999999995
371,37,3.580821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,189.55,22.3,15.164,218.986,17.84,4.46,8.92,17.84
372,37,3.808219178082192,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,180.19400000000002,18.990000000000002,13.504000000000001,209.312,16.880000000000003,4.220000000000001,8.440000000000001,16.880000000000003
438,38,0.24383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,469.192,51.736000000000004,109.71600000000001,261.356,35.68,8.92,17.84,35.68
439,38,0.39452054794520547,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,443.625,39.714999999999996,98.865,262.795,33.8,8.45,16.9,33.8
440,38,0.9917808219178083,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,358.34399999999994,30.995999999999995,88.45199999999998,278.20799999999997,30.239999999999995,7.559999999999999,15.119999999999997,30.239999999999995
441,38,1.2191780821917808,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,331.113,22.496,73.815,275.57599999999996,28.119999999999997,7.029999999999999,14.059999999999999,28.119999999999997
442,38,1.3917808219178083,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,294.052,20.212,69.764,267.97200000000004,26.080000000000002,6.5200000000000005,13.040000000000001,26.080000000000002
447,39,0.5972602739726027,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,483,182,94,241,0,0,0,0,0,0,0,432.12800000000004,34.604000000000006,81.86800000000001,295.40000000000003,33.760000000000005,8.440000000000001,16.880000000000003,33.760000000000005
448,39,0.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,483,182,94,241,0,0,0,0,0,0,0,399.74,30.020000000000003,60.830000000000005,299.41,31.6,7.9,15.8,31.6
449,39,0.9972602739726028,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,483,182,94,241,0,0,0,0,0,0,0,360.58,28.31,64.815,291.295,29.8,7.45,14.9,29.8
456,40,0.2273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,508.53900000000004,42.615,83.33600000000001,312.51000000000005,37.88,9.47,18.94,37.88
457,40,0.4,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,456.144,30.056,88.4,309.4,35.36,8.84,17.68,35.36
607,43,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,401.82,38.48,53.28,246.42,29.6,7.4,14.8,29.6
608,43,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,345.408,30.912000000000003,49.056000000000004,246.62400000000002,26.880000000000003,6.720000000000001,13.440000000000001,26.880000000000003
609,43,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,313.992,29.281,50.463,229.264,24.92,6.23,12.46,24.92
610,43,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,286.192,24.811000000000003,42.69800000000001,223.29900000000004,23.080000000000002,5.7700000000000005,11.540000000000001,23.080000000000002
611,43,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,259.139,25.968000000000004,43.28,212.61300000000003,21.64,5.41,10.82,21.64
612,43,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,238.977,15.03,37.575,209.418,20.04,5.01,10.02,20.04
613,43,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,220.37400000000002,12.012,33.726,195.888,18.48,4.62,9.24,18.48
614,43,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,211.564,14.527999999999999,31.325999999999997,196.582,18.159999999999997,4.539999999999999,9.079999999999998,18.159999999999997
616,43,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,185.07,9.552,29.849999999999998,173.528,15.919999999999998,3.9799999999999995,7.959999999999999,15.919999999999998
617,43,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,190.56900000000002,13.761000000000001,31.275000000000002,181.395,16.68,4.17,8.34,16.68
619,44,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,435.03,106.625,40.091,271.254,34.12,8.53,17.06,34.12
620,44,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,409.956,41.964000000000006,93.61200000000001,261.468,32.28,8.07,16.14,32.28
621,44,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,371.687,36.336,87.055,261.922,30.28,7.57,15.14,30.28
622,44,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,327.825,38.07,94.47,244.635,28.2,7.05,14.1,28.2
623,44,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,296.85599999999994,36.455999999999996,80.72399999999999,236.96399999999997,26.039999999999996,6.509999999999999,13.019999999999998,26.039999999999996
624,44,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,255.03699999999998,34.751,70.67999999999999,228.53199999999998,23.56,5.89,11.78,23.56
625,44,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,239.25199999999998,21.801,66.52099999999999,231.426,22.36,5.59,11.18,22.36
626,44,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,215.475,19.773,60.333,211.419,20.28,5.07,10.14,20.28
627,44,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,197.30900000000003,19.383000000000003,57.65200000000001,222.65600000000003,19.880000000000003,4.970000000000001,9.940000000000001,19.880000000000003
629,44,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,183.017,16.596,56.703,204.684,18.44,4.61,9.22,18.44
630,44,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,504,138,106,252,0,0,0,0,0,0,0,164.692,16.302,52.25,184.756,16.72,4.18,8.36,16.72
632,45,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,448.24,42.238,90.51,281.012,34.48,8.62,17.24,34.48
633,45,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,443.916,36.784,81.928,273.372,33.44,8.36,16.72,33.44
634,45,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,408.2,37.68,77.715,261.40500000000003,31.400000000000002,7.8500000000000005,15.700000000000001,31.400000000000002
635,45,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,359.632,37.128,72.072,259.168,29.119999999999997,7.279999999999999,14.559999999999999,29.119999999999997
636,45,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,345.5,31.785999999999998,66.336,247.378,27.639999999999997,6.909999999999999,13.819999999999999,27.639999999999997
637,45,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,309.25999999999993,31.583999999999996,63.82599999999999,253.32999999999996,26.319999999999997,6.579999999999999,13.159999999999998,26.319999999999997
640,45,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,234.496,17.92,41.984,217.6,20.48,5.12,10.24,20.48
645,46,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,450.98400000000004,51.56600000000001,97.888,273.562,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
646,46,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,409,53.169999999999995,85.07199999999999,270.758,32.72,8.18,16.36,32.72
647,46,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,377.223,53.13,78.936,249.711,30.36,7.59,15.18,30.36
648,46,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,332.42600000000004,52.74400000000001,75.646,233.18400000000003,27.76,6.94,13.88,27.76
649,46,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,286.738,42.98,69.996,214.286,24.56,6.14,12.28,24.56
650,46,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,249.76000000000002,36.400000000000006,67.76,206.08,22.400000000000002,5.6000000000000005,11.200000000000001,22.400000000000002
651,46,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,218.562,25.948,56.886,197.604,19.96,4.99,9.98,19.96
652,46,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,196.35000000000002,22.176000000000002,53.13,190.34400000000002,18.48,4.62,9.24,18.48
653,46,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,188.748,16.758,49.392,186.102,17.64,4.41,8.82,17.64
655,46,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,159.51000000000002,13.65,41.34,175.5,15.600000000000001,3.9000000000000004,7.800000000000001,15.600000000000001
656,46,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,157.573,12.121,41.055,180.251,15.64,3.91,7.82,15.64
658,47,0.2684931506849315,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,468.16,66,98.56,247.28,35.2,8.8,17.6,35.2
659,47,0.4383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,410.02700000000004,65.321,82.635,229.017,31.48,7.87,15.74,31.48
662,47,1.3972602739726028,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,283.521,31.111000000000004,61.04800000000001,211.32000000000002,23.480000000000004,5.870000000000001,11.740000000000002,23.480000000000004
669,48,0.4,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,393.84899999999993,43.065,89.26199999999999,256.82399999999996,31.319999999999997,7.829999999999999,15.659999999999998,31.319999999999997
677,49,1.0082191780821919,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,384.19,31.332,74.6,255.878,29.84,7.46,14.92,29.84
683,50,0.39452054794520547,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,477.369,39.556,88.102,293.973,35.96,8.99,17.98,35.96
845,53,0.2547945205479452,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,508.544,60.31999999999999,84.448,274.688,37.12,9.28,18.56,37.12
846,53,0.3698630136986301,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,421.024,59.764,85.632,325.58,35.68,8.92,17.84,35.68
847,53,0.9972602739726028,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,399.784,35.518,91.68599999999999,299.012,33.04,8.26,16.52,33.04
848,53,1.2657534246575342,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,336.536,33.510999999999996,78.42999999999999,264.52299999999997,28.52,7.13,14.26,28.52
849,53,1.3424657534246576,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,316.106,31.678,62.682,263.534,26.96,6.74,13.48,26.96
850,53,2.0136986301369864,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,283.563,32.15,59.799,267.488,25.72,6.43,12.86,25.72
851,53,2.263013698630137,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,258.68,29.58,50.459999999999994,241.27999999999997,23.2,5.8,11.6,23.2
852,53,2.336986301369863,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,238.71,29.430000000000003,52.865,223.995,21.8,5.45,10.9,21.8
853,53,3.010958904109589,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,220.668,18.648,51.800000000000004,226.88400000000001,20.72,5.18,10.36,20.72
854,53,3.336986301369863,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,204.472,14.64,49.775999999999996,219.112,19.52,4.88,9.76,19.52
1060,54,0.1863013698630137,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,446.81,64.61,43.68,354.90000000000003,36.4,9.1,18.2,36.4
1061,54,0.2821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,439.62200000000007,62.05400000000001,33.212,339.112,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
1062,54,0.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,371.105,37.835,33.81,362.25,32.2,8.05,16.1,32.2
1063,54,0.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,369.252,44.973,33.138,341.637,31.560000000000002,7.890000000000001,15.780000000000001,31.560000000000002
1064,54,1.284931506849315,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,364.236,33.528,38.862,325.374,30.48,7.62,15.24,30.48
1065,54,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,329.92800000000005,53.124,25.164,290.78400000000005,27.96,6.99,13.98,27.96
1066,54,2.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,297.98,45.648,23.458000000000002,266.914,25.36,6.34,12.68,25.36
1067,54,2.9972602739726026,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,246.02599999999998,26.817999999999998,32.065,278.091,23.32,5.83,11.66,23.32
1068,54,3.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,219.725,23.265,12.408000000000001,261.60200000000003,20.68,5.17,10.34,20.68
1069,54,3.9917808219178084,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,211.26,29.174,15.593,246.973,20.12,5.03,10.06,20.12
1071,55,0.1863013698630137,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,388.93799999999993,65.604,31.239999999999995,295.21799999999996,31.239999999999995,7.809999999999999,15.619999999999997,31.239999999999995
1072,55,0.2821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,366.54,57.365,25.33,295.765,29.8,7.45,14.9,29.8
1073,55,0.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,325.637,37.235,18.279,295.84900000000005,27.080000000000002,6.7700000000000005,13.540000000000001,27.080000000000002
1074,55,0.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,312.156,42.688,20.677,291.47900000000004,26.68,6.67,13.34,26.68
1075,55,1.284931506849315,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,276.804,35.046,20.195999999999998,261.954,23.759999999999998,5.9399999999999995,11.879999999999999,23.759999999999998
1076,55,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,252.19199999999998,27.263999999999996,19.311999999999998,269.23199999999997,22.72,5.68,11.36,22.72
1077,55,2.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,202.464,28.272000000000002,12.768,212.496,18.240000000000002,4.5600000000000005,9.120000000000001,18.240000000000002
1078,55,2.9972602739726026,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,160.85999999999999,20.682,22.979999999999997,178.47799999999998,15.319999999999999,3.8299999999999996,7.659999999999999,15.319999999999999
1079,55,3.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,149.988,17.4,7.308,173.304,13.919999999999998,3.4799999999999995,6.959999999999999,13.919999999999998
1080,55,3.9917808219178084,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,137.816,22.54,7.728,153.916,12.88,3.22,6.44,12.88
1094,56,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,369.95399999999995,37.076,29.822,369.14799999999997,32.239999999999995,8.059999999999999,16.119999999999997,32.239999999999995
1095,56,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,335.69699999999995,43.55799999999999,26.284999999999997,345.4599999999999,30.039999999999996,7.509999999999999,15.019999999999998,30.039999999999996
1096,56,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,312.455,39.324999999999996,26.455,336.765,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
1097,56,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,278.85,32.5,31.85,306.8,26,6.5,13,26
